OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
495,GO-20104003542,2010-12-02 05:00:00,2010,December,2,Thursday,336,D55,Other,062,East End-Danforth (62),062,East End-Danforth (62),-79.3001578511043,43.68397042992254
496,GO-20104016091,2010-12-25 05:00:00,2010,December,25,Saturday,359,D12,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48836870701504,43.671389236409624
497,GO-2018104863,2010-12-29 05:00:00,2010,December,29,Wednesday,363,D52,Other,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.34134032366961,43.70795197899424
498,GO-20113922539,2011-01-01 05:00:00,2011,January,1,Saturday,1,D14,Stabbing,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.39965233353684,43.64807688718051
499,GO-20112885827,2011-01-05 05:00:00,2011,January,5,Wednesday,5,D41,Shooting,125,Ionview (125),125,Ionview (125),-79.2789230994044,43.73288766626517
500,GO-20113737551,2011-01-06 05:00:00,2011,January,6,Thursday,6,D43,Other,136,West Hill (136),136,West Hill (136),-79.19466730421296,43.76198029309802
501,GO-20114040426,2011-01-12 05:00:00,2011,January,12,Wednesday,12,D53,Other,095,Annex (95),095,Annex (95),-79.39657674642393,43.67470001653991
502,GO-20114033175,2011-01-13 05:00:00,2011,January,13,Thursday,13,D13,Other,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.43753858335604,43.704850760663476
503,GO-20113832781,2011-01-23 05:00:00,2011,January,23,Sunday,23,D51,Other,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.3783339514245,43.66628190538561
504,GO-20113966773,2011-02-01 05:00:00,2011,February,1,Tuesday,32,D31,Shooting,021,Humber Summit (21),021,Humber Summit (21),-79.54906549257699,43.750643884213034
505,GO-20113530271,2011-02-05 05:00:00,2011,February,5,Saturday,36,D31,Stabbing,027,York University Heights (27),027,York University Heights (27),-79.48755972518123,43.74960916288808
506,GO-20114017505,2011-02-11 05:00:00,2011,February,11,Friday,42,D12,Shooting,112,Beechborough-Greenbrook (112),112,Beechborough-Greenbrook (112),-79.4832739786703,43.69342468121233
507,GO-20113948450,2011-02-11 05:00:00,2011,February,11,Friday,42,D43,Shooting,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.22119145934987,43.759600002390904
508,GO-20114017400,2011-02-16 05:00:00,2011,February,16,Wednesday,47,D12,Shooting,113,Weston (113),113,Weston (113),-79.5094489583078,43.69731686644351
509,GO-201139593058,2011-02-19 05:00:00,2011,February,19,Saturday,50,D42,Other,146,Malvern East (146),132,Malvern (132),-79.23039047692203,43.791909890190354
510,GO-20113996966,2011-02-26 05:00:00,2011,February,26,Saturday,57,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.21756216757888,43.798139192437816
511,GO-20114010034,2011-03-02 05:00:00,2011,March,2,Wednesday,61,D11,Shooting,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.50147990299354,43.664889940419826
512,GO-20114029641,2011-03-03 05:00:00,2011,March,3,Thursday,62,D14,Other,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),-79.42784832700961,43.6672168156034
513,GO-20113973677,2011-03-20 04:00:00,2011,March,20,Sunday,79,D23,Shooting,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),-79.55215095635832,43.69578967678703
514,GO-20113914456,2011-03-21 04:00:00,2011,March,21,Monday,80,D11,Other,085,South Parkdale (85),085,South Parkdale (85),-79.43725262091455,43.63692578408837
515,GO-20113981811,2011-03-28 04:00:00,2011,March,28,Monday,87,D41,Shooting,138,Eglinton East (138),138,Eglinton East (138),-79.25561782879113,43.73509528237715
516,GO-20113736070,2011-03-28 04:00:00,2011,March,28,Monday,87,D55,Shooting,063,The Beaches (63),063,The Beaches (63),-79.31260712649011,43.667211494178176
517,GO-20113942884,2011-04-06 04:00:00,2011,April,6,Wednesday,96,D54,Other,066,Danforth (66),066,Danforth (66),-79.32494443377223,43.68659121354338
518,GO-20113985830,2011-04-15 04:00:00,2011,April,15,Friday,105,D31,Other,027,York University Heights (27),027,York University Heights (27),-79.50267180956561,43.765382276386816
519,GO-20113832638,2011-04-30 04:00:00,2011,April,30,Saturday,120,D23,Shooting,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.5597516349048,43.71341335562603
520,GO-20113985926,2011-05-26 04:00:00,2011,May,26,Thursday,146,D42,Shooting,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.33141226562172,43.79310896719046
521,GO-20114047557,2011-05-29 04:00:00,2011,May,29,Sunday,149,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5933505642914,43.738775373381976
522,GO-20113582659,2011-06-16 04:00:00,2011,June,16,Thursday,167,D31,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5164797123403,43.75250408148412
523,GO-20114071110,2011-07-01 04:00:00,2011,July,1,Friday,182,D33,Stabbing,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30438786441614,43.72890554764298
524,GO-20113984179,2011-07-22 04:00:00,2011,July,22,Friday,203,D43,Stabbing,139,Scarborough Village (139),139,Scarborough Village (139),-79.22209628000152,43.74247998469398
525,GO-20113429437,2011-07-29 04:00:00,2011,July,29,Friday,210,D22,Shooting,158,Islington (158),014,Islington-City Centre West (14),-79.56322007726195,43.65264751494955
526,GO-20113794249,2011-07-29 04:00:00,2011,July,29,Friday,210,D12,Other,115,Mount Dennis (115),115,Mount Dennis (115),-79.49313368148698,43.68830098436481
527,GO-20114119820,2011-07-31 04:00:00,2011,July,31,Sunday,212,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.50725947489546,43.69148437706827
528,GO-20113443263,2011-08-10 04:00:00,2011,August,10,Wednesday,222,D31,Stabbing,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.48367774362113,43.72628964688637
529,GO-20114082526,2011-08-20 04:00:00,2011,August,20,Saturday,232,D31,Shooting,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.49423099496148,43.74310363081417
530,GO-20114131492,2011-08-23 04:00:00,2011,August,23,Tuesday,235,D32,Shooting,033,Clanton Park (33),033,Clanton Park (33),-79.43639841545198,43.74121366342499
531,GO-20113721549,2011-08-27 04:00:00,2011,August,27,Saturday,239,D11,Shooting,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.50147990299354,43.664889940419826
532,GO-20114137445,2011-09-11 04:00:00,2011,September,11,Sunday,254,D43,Other,142,Woburn North (142),137,Woburn (137),-79.24982987269442,43.772538476321394
533,GO-20113156934,2011-09-17 04:00:00,2011,September,17,Saturday,260,D41,Shooting,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.26828758786104,43.70739071380607
534,GO-20114136529,2011-10-02 04:00:00,2011,October,2,Sunday,275,D14,Shooting,081,Trinity-Bellwoods (81),081,Trinity-Bellwoods (81),-79.41592212802462,43.64718059073519
535,GO-20113405116,2011-10-07 04:00:00,2011,October,7,Friday,280,D14,Other,084,Little Portugal (84),084,Little Portugal (84),-79.42282962572214,43.641245685077315
536,GO-20113887747,2011-10-09 04:00:00,2011,October,9,Sunday,282,D54,Shooting,043,Victoria Village (43),043,Victoria Village (43),-79.29929016305519,43.71666857291346
537,GO-20114156058,2011-10-14 04:00:00,2011,October,14,Friday,287,D54,Shooting,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.3006179542788,43.69441401488063
538,GO-20114244358,2011-10-15 04:00:00,2011,October,15,Saturday,288,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.50984311924094,43.763426988415056
539,GO-20114140412,2011-10-17 04:00:00,2011,October,17,Monday,290,D41,Other,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.26336019741322,43.712555907630424
540,GO-20114219112,2011-10-21 04:00:00,2011,October,21,Friday,294,D22,Shooting,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.57614698636984,43.64851262577861
541,GO-20114188550,2011-10-28 04:00:00,2011,October,28,Friday,301,D31,Shooting,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5085819556508,43.730046972064684
542,GO-20114187348,2011-11-29 05:00:00,2011,November,29,Tuesday,333,D55,Shooting,070,South Riverdale (70),070,South Riverdale (70),-79.32299959773488,43.65240553874324
543,GO-20114253053,2011-12-02 05:00:00,2011,December,2,Friday,336,D32,Stabbing,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.40745606155294,43.782498099168336
544,GO-20114136582,2011-12-02 05:00:00,2011,December,2,Friday,336,D12,Other,028,Rustic (28),028,Rustic (28),-79.50378934712265,43.702878854542554
545,GO-20113034132,2011-12-03 05:00:00,2011,December,3,Saturday,337,D32,Stabbing,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.42381095877109,43.739393576772756
546,GO-20114191912,2011-12-26 05:00:00,2011,December,26,Monday,360,D51,Other,072,Regent Park (72),072,Regent Park (72),-79.35868536454589,43.6624291015328
547,GO-20114266197,2011-12-30 05:00:00,2011,December,30,Friday,364,D43,Shooting,141,Golfdale-Cedarbrae-Woburn (141),137,Woburn (137),-79.205648619286,43.764061994191145
548,GO-20114355679,2011-12-31 05:00:00,2011,December,31,Saturday,365,D14,Stabbing,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.3981554355309,43.65291059276912
549,GO-20124194029,2012-01-01 05:00:00,2012,January,1,Sunday,1,D42,Shooting,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.28275639062271,43.72793926742565
550,GO-201230000227,2012-01-01 05:00:00,2012,January,1,Sunday,1,D53,Other,056,Leaside-Bennington (56),056,Leaside-Bennington (56),-79.36573020043463,43.706126669494786
551,GO-20123665859,2012-01-01 05:00:00,2012,January,1,Sunday,1,D14,Stabbing,163,Fort York-Liberty Village (163),082,Niagara (82),-79.41709772763275,43.63864478061785
552,GO-20124205598,2012-01-21 05:00:00,2012,January,21,Saturday,21,D43,Shooting,125,Ionview (125),125,Ionview (125),-79.27790929759237,43.73006187073596
553,GO-20124042332,2012-01-24 05:00:00,2012,January,24,Tuesday,24,D42,Shooting,145,Malvern West (145),132,Malvern (132),-79.22095167470565,43.80564330042488
554,GO-20124212793,2012-01-27 05:00:00,2012,January,27,Friday,27,D11,Shooting,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.437290220902,43.654258404433286
555,GO-20124085703,2012-02-20 05:00:00,2012,February,20,Monday,51,D32,Shooting,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.42541197218237,43.75746447975951
556,GO-20124085703,2012-02-20 05:00:00,2012,February,20,Monday,51,D32,Shooting,038,Lansing-Westgate (38),038,Lansing-Westgate (38),-79.42541197218237,43.75746447975951
557,GO-20124370907,2012-02-29 05:00:00,2012,February,29,Wednesday,60,D42,Other,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.31522917508342,43.78449324186264
558,GO-20124334336,2012-03-11 05:00:00,2012,March,11,Sunday,71,D32,Other,151,Yonge-Doris (151),051,Willowdale East (51),-79.4093466887915,43.76626768778443
559,GO-20124445252,2012-03-23 04:00:00,2012,March,23,Friday,83,D22,Stabbing,015,Kingsway South (15),015,Kingsway South (15),-79.5196375948457,43.649399232263626
560,GO-20123755673,2012-04-12 04:00:00,2012,April,12,Thursday,103,D12,Shooting,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.48759590572064,43.67274643205771
561,GO-20124428014,2012-04-15 04:00:00,2012,April,15,Sunday,106,D41,Stabbing,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.30588176484942,43.732543241796854
562,GO-20124376058,2012-04-16 04:00:00,2012,April,16,Monday,107,D11,Other,088,High Park North (88),088,High Park North (88),-79.4652298180643,43.65757183550228
563,GO-20124449577,2012-05-04 04:00:00,2012,May,4,Friday,125,D32,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.44181745115885,43.72259635557477
564,GO-20124449281,2012-05-07 04:00:00,2012,May,7,Monday,128,D41,Other,121,Oakridge (121),121,Oakridge (121),-79.27952567563452,43.70324281124357
565,GO-20124346812,2012-05-09 04:00:00,2012,May,9,Wednesday,130,D53,Shooting,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.40323354468558,43.69787231717832
566,GO-20124445741,2012-05-10 04:00:00,2012,May,10,Thursday,131,D11,Shooting,114,Lambton Baby Point (114),114,Lambton Baby Point (114),-79.50147990299354,43.664889940419826
567,GO-20123363455,2012-05-14 04:00:00,2012,May,14,Monday,135,D51,Other,073,Moss Park (73),073,Moss Park (73),-79.37068005134347,43.650731289834916
568,GO-20124438492,2012-05-31 04:00:00,2012,May,31,Thursday,152,D43,Shooting,133,Centennial Scarborough (133),133,Centennial Scarborough (133),-79.15525843543156,43.78648387450792
569,GO-20124533105,2012-06-02 04:00:00,2012,June,2,Saturday,154,D52,Shooting,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37995624627325,43.65407279317647
570,GO-20124533105,2012-06-02 04:00:00,2012,June,2,Saturday,154,D52,Shooting,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),-79.37995624627325,43.65407279317647
571,GO-20124386217,2012-06-18 04:00:00,2012,June,18,Monday,170,D14,Shooting,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.41832222722458,43.6552315002371
572,GO-20124503011,2012-06-22 04:00:00,2012,June,22,Friday,174,D41,Shooting,126,Dorset Park (126),126,Dorset Park (126),-79.28227009559461,43.76942243842896
573,GO-20124556249,2012-06-23 04:00:00,2012,June,23,Saturday,175,D32,Shooting,153,Avondale (153),051,Willowdale East (51),-79.40390381446156,43.75593078848159
574,GO-20124471737,2012-07-02 04:00:00,2012,July,2,Monday,184,D53,Other,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),-79.35842278546417,43.67840624704042
575,GO-20121799882,2012-07-03 04:00:00,2012,July,3,Tuesday,185,D22,Other,012,Markland Wood (12),012,Markland Wood (12),-79.58274809926648,43.633262744398344
576,GO-20124578181,2012-07-05 04:00:00,2012,July,5,Thursday,187,D22,Shooting,158,Islington (158),014,Islington-City Centre West (14),-79.55834557561944,43.64906561064036
577,GO-20124544154,2012-07-16 04:00:00,2012,July,16,Monday,198,D43,Shooting,136,West Hill (136),136,West Hill (136),-79.18489640543595,43.76488110191535
578,GO-20124544154,2012-07-16 04:00:00,2012,July,16,Monday,198,D43,Shooting,136,West Hill (136),136,West Hill (136),-79.18489640543595,43.76488110191535
579,GO-20124466647,2012-07-17 04:00:00,2012,July,17,Tuesday,199,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.50400087777705,43.68886678208973
580,GO-20124427513,2012-07-19 04:00:00,2012,July,19,Thursday,201,D32,Shooting,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.44387484181597,43.719490656610084
581,GO-20124528375,2012-07-22 04:00:00,2012,July,22,Sunday,204,D42,Other,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),-79.25430823165942,43.78001546642196
582,GO-20124622186,2012-08-01 04:00:00,2012,August,1,Wednesday,214,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51473051613645,43.76721268870932
583,GO-20124531897,2012-08-07 04:00:00,2012,August,7,Tuesday,220,D42,Other,146,Malvern East (146),132,Malvern (132),-79.21558327825753,43.80779429902346
584,GO-20124613436,2012-08-24 04:00:00,2012,August,24,Friday,237,D55,Other,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),-79.28275639062271,43.72793926742565
585,GO-20124563307,2012-09-08 04:00:00,2012,September,8,Saturday,252,D55,Shooting,062,East End-Danforth (62),062,East End-Danforth (62),-79.29800824937016,43.67890233101804
586,GO-20124528016,2012-09-08 04:00:00,2012,September,8,Saturday,252,D42,Shooting,146,Malvern East (146),132,Malvern (132),-79.20614158162303,43.80924489906626
587,GO-20124520488,2012-09-15 04:00:00,2012,September,15,Saturday,259,D13,Other,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.44107938149152,43.70223925992143
588,GO-20124453311,2012-09-16 04:00:00,2012,September,16,Sunday,260,D23,Shooting,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.51510920858935,43.7470809737211
589,GO-20124589405,2012-09-18 04:00:00,2012,September,18,Tuesday,262,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58261467205789,43.73396767891982
590,GO-20124589405,2012-09-18 04:00:00,2012,September,18,Tuesday,262,D23,Shooting,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.58261467205789,43.73396767891982
591,GO-20124663461,2012-10-11 04:00:00,2012,October,11,Thursday,285,D31,Shooting,024,Black Creek (24),024,Black Creek (24),-79.51545761334081,43.75788208504791
592,GO-20124615172,2012-10-17 04:00:00,2012,October,17,Wednesday,291,D43,Other,142,Woburn North (142),137,Woburn (137),-79.23911223931755,43.77345979621043
593,GO-2018104863,2012-10-18 04:00:00,2012,October,18,Thursday,292,D51,Other,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.38010274938323,43.663695802799516
594,GO-20124477212,2012-10-23 04:00:00,2012,October,23,Tuesday,297,D51,Stabbing,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),-79.37117855586273,43.66528610438979
595,GO-20124703830,2012-10-28 04:00:00,2012,October,28,Sunday,302,D43,Shooting,135,Morningside (135),135,Morningside (135),-79.21398939988133,43.785911796580365
596,GO-20124697103,2012-10-29 04:00:00,2012,October,29,Monday,303,D32,Shooting,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.44923351660518,43.720519956266926
597,GO-20124613667,2012-10-29 04:00:00,2012,October,29,Monday,303,D14,Stabbing,085,South Parkdale (85),085,South Parkdale (85),-79.43725262091455,43.63692578408837
598,GO-20124754900,2012-10-30 04:00:00,2012,October,30,Tuesday,304,D12,Shooting,115,Mount Dennis (115),115,Mount Dennis (115),-79.49313368148698,43.68830098436481
599,GO-20124695122,2012-11-11 05:00:00,2012,November,11,Sunday,316,D14,Shooting,079,University (79),079,University (79),-79.40647163341241,43.65671549847639
600,GO-20124664511,2012-11-12 05:00:00,2012,November,12,Monday,317,D23,Other,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5810103712612,43.736358876256595
601,GO-20124559977,2012-11-14 05:00:00,2012,November,14,Wednesday,319,D55,Other,064,Woodbine Corridor (64),064,Woodbine Corridor (64),-79.31425823817366,43.679663116985196
602,GO-20124545660,2012-11-17 05:00:00,2012,November,17,Saturday,322,D54,Stabbing,044,Flemingdon Park (44),044,Flemingdon Park (44),-79.32472893510483,43.72372444536809
603,GO-20121799887,2012-11-29 05:00:00,2012,November,29,Thursday,334,D22,Shooting,012,Markland Wood (12),012,Markland Wood (12),-79.58274809926648,43.633262744398344
604,GO-20124672379,2012-12-02 05:00:00,2012,December,2,Sunday,337,D31,Shooting,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.48368284901674,43.73357135046008
605,GO-20124844185,2012-12-20 05:00:00,2012,December,20,Thursday,355,D51,Stabbing,074,North St.James Town (74),074,North St.James Town (74),-79.37376715504146,43.667288406453174
